"GEOID","rcaUrbP","rcaSubrbP","rcaRuralP"
"46079",0,0,1
"46081",0,0.6,0.4
"46083",0.27,0.55,0.18
"46085",0,0,1
"46087",0,0.5,0.5
"46089",0,0,1
"46091",0,0,1
"46093",0.2,0.2,0.6
"46095",0,0,1
"46097",0,0,1
"46099",0.81,0.19,0
"46101",0,0,1
"46103",0.83,0.09,0.09
"46105",0,0,1
"46107",0,0,1
"46109",0,0,1
"46111",0,0,1
"46113",0,0,1
"46115",0,0,1
"46117",0,1,0
"46119",0,0,1
"46121",0,0.5,0.5
"46123",0,0,1
"46125",0,0,1
"46127",0.33,0,0.67
"46129",0,0,1
"46135",0,0.6,0.4
"46137",0,0,1
"47001",0.72,0.22,0.06
"47003",0,0.44,0.56
"47005",0,0,1
"47007",0,0.33,0.67
"47009",0.75,0.21,0.04
"47011",0.84,0.16,0
"47013",0,0.82,0.18
"47015",0,1,0
"47017",0,0,1
"47019",0.65,0.35,0
"47021",0,1,0
"47023",0,0.33,0.67
"47025",0,0.22,0.78
"47027",0,0,1
"47029",0,0.33,0.67
"47031",0,0.58,0.42
"47033",0,0.8,0.2
"47035",0,0.43,0.57
"47037",0.96,0.02,0.01
"47039",0,0,1
"47041",0,0,1
"47043",0,0.8,0.2
"47045",0,0.5,0.5
"47047",0,1,0
"47049",0,0,1
"47051",0,0.22,0.78
"47053",0,0.07,0.93
"47055",0,0.12,0.88
"47057",0,1,0
"47059",0,0.4,0.6
"47061",0,0,1
"47063",0.92,0.08,0
"47065",0.93,0.07,0
"47067",0,1,0
"47069",0,0.17,0.83
"47071",0,0,1
"47073",0.38,0.31,0.31
"47075",0,0,1
"47077",0,0,1
"47079",0,0.33,0.67
"47081",0,0.33,0.67
"47083",0,0.67,0.33
"47085",0,0,1
"47087",0,0,1
"47089",0.22,0.44,0.33
"47091",0,0,1
"47093",0.93,0.07,0
"47095",0,0,1
"47097",0,0,1
"47099",0,0.36,0.64
"47101",0,0,1
"47103",0,0,1
"47105",0.7,0.3,0
"47107",0,0.6,0.4
"47109",0,0,1
"47111",0,0.25,0.75
"47113",0.7,0.26,0.04
"47115",0,0.5,0.5
"47117",0,0.83,0.17
"47119",0,0.76,0.24
"47121",0,0.33,0.67
"47123",0,0.14,0.86
"47125",0.9,0.1,0
"47127",0,0,1
"47129",0,1,0
"47131",0,0.3,0.7
"47133",0,0,1
"47135",0,0.5,0.5
"47137",0,0,1
"47139",0,0.8,0.2
"47141",0,0.67,0.33
"47143",0,0.5,0.5
"47145",0.09,0.82,0.09
"47147",0.29,0.64,0.07
"47149",0.92,0.08,0
"47151",0,0.4,0.6
"47153",0,1,0
"47155",0.17,0.39,0.44
"47157",0.97,0.02,0.01
"47159",0,0,1
"47161",0,0.4,0.6
"47163",0.85,0.15,0
"47165",0.64,0.36,0
"47167",0,0.77,0.23
"47169",0,0.5,0.5
"47171",0,0.5,0.5
"47173",0,1,0
"47175",0,0,1
"47177",0,0.44,0.56
"47179",0.78,0.22,0
"47181",0,0.25,0.75
"47183",0,0.36,0.64
"47185",0,0,1
"47187",0.81,0.19,0
"47189",0.38,0.48,0.14
"48001",0,0.45,0.55
"48003",0,1,0
"48005",0,0.65,0.35
"48007",0,0.83,0.17
"48009",0.33,0.67,0
"48011",0,1,0
"48013",0,1,0
"48015",0,0,1
"48017",0,0,1
"48019",0,0.8,0.2
"48021",0,1,0
"48023",0,0,1
"48025",0,0.57,0.43
"48027",0.88,0.08,0.05
"48029",0.96,0.04,0.01
"48031",0,0,1
"48033",0,0,1
"48035",0,0.43,0.57
"48037",0.61,0.33,0.06
"48039",0.75,0.24,0.02
"48041",0.9,0.07,0.02
"48043",0,0,1
"48045",0,0,1
"48047",0,0,1
"48049",0,0.67,0.33
"48051",0,0.8,0.2
"48053",0,0.25,0.75
"48055",0.12,0.75,0.12
"48057",0,0.5,0.5
"48059",0,1,0
"48061",0.91,0.07,0.02
"48063",0,0,1
"48065",0,0.5,0.5
"48067",0,0.14,0.86
"48069",0,0,1
"48071",0.14,0.57,0.29
"48073",0,0.5,0.5
"48075",0,0,1
"48077",0,1,0
"48079",0,0,1
"48081",0,0.5,0.5
"48083",0,0,1
"48085",0.78,0.22,0
"48087",0,0,1
"48089",0,0,1
"48091",0.54,0.46,0
"48093",0,0,1
"48095",0,1,0
"48097",0,0.62,0.38
"48099",0.63,0.21,0.16
"48101",0,0,1
"48103",0,0,1
"48105",0,0,1
"48107",0,0.67,0.33
"48109",0,0,1
"48111",0,0,1
"48113",1,0,0
"48115",0,0.75,0.25
"48117",0,0.75,0.25
"48119",0,0,1
"48121",0.94,0.06,0
"48123",0,0,1
"48125",0,0,1
"48127",0,0,1
"48129",0,0,1
"48131",0,0,1
"48133",0,0,1
"48135",0.93,0.07,0
"48137",0,0,1
"48139",0.61,0.39,0
"48141",0.96,0.03,0.01
"48143",0,0.38,0.62
"48145",0,0.67,0.33
"48147",0,0.22,0.78
"48149",0,0,1
"48151",0,0,1
"48153",0,0,1
"48155",0,0,1
"48157",0.93,0.07,0
"48159",0,0,1
"48161",0,0,1
"48163",0,0,1
"48165",0,0,1
"48167",0.25,0.7,0.04
"48169",0,0,1
"48171",0,0.6,0.4
"48173",0,0,1
"48175",0,0.5,0.5
"48177",0,0,1
"48179",0,0.86,0.14
"48181",0.65,0.23,0.12
"48183",0.84,0.16,0
"48185",0,0.83,0.17
"48187",0.59,0.31,0.1
"48189",0,0.78,0.22
"48191",0,0,1
"48193",0,0,1
"48195",0,0,1
"48197",0,0,1
"48199",0.36,0.55,0.09
"48201",0.99,0.01,0
"48203",0.07,0.79,0.14
"48205",0,0,1
"48207",0,0,1
"48209",0.72,0.2,0.08
"48211",0,0,1
"48213",0,0.53,0.47
"48215",0.96,0.03,0.01
"48217",0,0.36,0.64
"48219",0,0.86,0.14
"48221",0,0.9,0.1
"48223",0,0.44,0.56
"48225",0,0,1
"48227",0,0.8,0.2
"48229",0,1,0
"48231",0,0.63,0.37
"48233",0,0.86,0.14
"48235",0,1,0
"48237",0,0,1
"48239",0,0.67,0.33
"48241",0,0.25,0.75
"48243",0,0,1
"48245",0.93,0.04,0.03
"48247",0,0,1
"48249",0,0.71,0.29
"48251",0.36,0.61,0.04
"48253",0,0.33,0.67
"48255",0,0.25,0.75
"48257",0,0.94,0.06
"48259",0,0.83,0.17
"48261",0,0,1
"48263",0,0,1
"48265",0,0.7,0.3
"48267",0,0,1
"48269",0,0,1
"48271",0,0,1
"48273",0,0.67,0.33
"48275",0,0,1
"48277",0,0.67,0.33
"48279",0,0,1
"48281",0,0.4,0.6
"48283",0,0,1
"48285",0,0,1
"48287",0,0.25,0.75
"48289",0,0,1
"48291",0,0.64,0.36
"48293",0,0.12,0.88
"48295",0,0,1
"48297",0,0.5,0.5
"48299",0,0,1
"48301",0,1,0
"48303",0.88,0.1,0.01
"48305",0,0.67,0.33
"48307",0,0,1
"48309",0.75,0.24,0.02
"48311",0,0,1
"48313",0,0.25,0.75
"48315",0,0.5,0.5
"48317",0,1,0
"48319",0,0,1
"48321",0,0.55,0.45
"48323",0,1,0
"48325",0,0.62,0.38
"48327",0,0,1
"48329",0.93,0.04,0.04
"48331",0,0.29,0.71
"48333",0,0,1
"48335",0,0,1
"48337",0,0,1
"48339",0.76,0.22,0.02
"48341",0,0.5,0.5
"48343",0,0,1
"48345",0,0,1
"48347",0,0.62,0.38
"48349",0,0.6,0.4
"48351",0,0.75,0.25
"48353",0,0.6,0.4
"48355",0.89,0.07,0.04
"48357",0,0,1
"48359",0,0,1
"48361",0.71,0.29,0
"48363",0,0.67,0.33
"48365",0,0.33,0.67
"48367",0.16,0.79,0.05
"48369",0,0,1
"48371",0,0,1
"48373",0,0.2,0.8
"48375",0.94,0.03,0.03
"48377",0,0,1
"48379",0,0,1
"48381",0.79,0.21,0
"48383",0,0,1
"48385",0,0,1
"48387",0,0,1
"48389",0,0.8,0.2
"48391",0,0,1
"48393",0,0,1
"48395",0,0.8,0.2
"48397",1,0,0
"48399",0,0.25,0.75
"48401",0,0.62,0.38
"48403",0,0.33,0.67
"48405",0,0,1
"48407",0,0.75,0.25
"48409",0.31,0.5,0.19
"48411",0,0,1
"48413",0,0,1
"48415",0,0.75,0.25
"48417",0,0,1
"48419",0,0,1
"48421",0,0,1
"48423",0.78,0.22,0
"48425",0,1,0
"48427",0,0.93,0.07
"48429",0,0,1
"48431",0,0,1
"48433",0,0,1
"48435",0,0,1
"48437",0,0.33,0.67
"48439",1,0,0
"48441",0.87,0.08,0.05
"48443",0,0,1
"48445",0,0,1
"48447",0,0,1
"48449",0,0.62,0.38
"48451",0.88,0.12,0
"48453",0.94,0.06,0
"48455",0,0,1
"48457",0,0.4,0.6
"48459",0.14,0.71,0.14
"48461",0,0,1
"48463",0,0.8,0.2
"48465",0,1,0
"48467",0,0.8,0.2
"48469",0.74,0.22,0.04
"48471",0,0.6,0.4
"48473",0.17,0.67,0.17
"48475",0,0,1
"48477",0,0.67,0.33
"48479",0.92,0.08,0
"48481",0,0.45,0.55
"48483",0,0,1
"48485",0.84,0.11,0.05
"48487",0,0.75,0.25
"48489",0,0.83,0.17
"48491",0.83,0.17,0
"48493",0,1,0
"48495",0,0,1
"48497",0,0.36,0.64
"48499",0,0,1
"48501",0,0,1
"48503",0,0,1
"48505",0,1,0
"48507",0,0,1
"49001",0,0,1
"49003",0.64,0.09,0.27
"49005",0.88,0.12,0
"49007",0,0.8,0.2
"49009",0,0,1
"49011",1,0,0
"49013",0,0,1
"49015",0,0,1
"49017",0,0,1
"49019",0,0,1
"49021",0,0.88,0.12
"49023",0,0.5,0.5
"49025",0,0,1
"49027",0,0,1
"49029",0,1,0
"49031",0,0,1
"49033",0,0,1
"49035",1,0,0
"49037",0,0,1
"49039",0,0,1
"49041",0,0,1
"49043",0,0.69,0.31
"49045",0,0.73,0.27
"49047",0,0.67,0.33
"49049",0.94,0.05,0.01
"49051",0,1,0
"49053",0.76,0.24,0
"49055",0,0,1
"49057",0.98,0.02,0
"50001",0,0.4,0.6
"50003",0,0.33,0.67
"50005",0,0,1
"50007",0.77,0.2,0.03
"50009",0,0,1
"50011",0,0.2,0.8
"50013",0,1,0
"50015",0,0.14,0.86
"50017",0,0,1
"50019",0,0,1
"50021",0,0.3,0.7
"50023",0,0.42,0.58
"50025",0,0,1
"50027",0,0.11,0.89
"51001",0,0,1
"51003",0.55,0.45,0
"51005",0,0.17,0.83
"51007",0,1,0
"51009",0.56,0.33,0.11
"51011",0,0.67,0.33
"51013",1,0,0
"51015",0.15,0.77,0.08
"51017",0,0,1
"51019",0.12,0.69,0.19
"51021",0,0.5,0.5
"51023",0.38,0.62,0
"51025",0,0,1
"51027",0,0,1
"51029",0,1,0
"51031",0.42,0.5,0.08
"51033",0,0.57,0.43
"51035",0,0,1
"51036",0,1,0
"51037",0,0,1
"51041",0.99,0.01,0
"51043",0,1,0
"51045",0,1,0
"51047",0,0.5,0.5
"51049",0,0.5,0.5
"51051",0,0,1
"51053",0.29,0.57,0.14
"51057",0,0.67,0.33
"51059",0.98,0.01,0
"51061",0.29,0.71,0
"51063",0,0.67,0.33
"51065",0,1,0
"51067",0,0.9,0.1
"51069",0.57,0.43,0
"51071",0,1,0
"51073",0.38,0.62,0
"51075",0,0.8,0.2
"51077",0,0,1
"51079",0,1,0
"51081",0,0,1
"51083",0,0,1
"51085",0.61,0.39,0
"51087",0.95,0.03,0.02
"51089",0,0.57,0.43
"51091",0,0,1
"51093",0.12,0.88,0
"51095",0.91,0.09,0
"51097",0,0.5,0.5
"51099",0,0.2,0.8
"51101",0,0.75,0.25
"51103",0,0,1
"51105",0,0.17,0.83
"51107",0.85,0.15,0
"51109",0,0.5,0.5
"51111",0,0.33,0.67
"51113",0,0,1
"51115",0,0.67,0.33
"51117",0,0,1
"51119",0,0.2,0.8
"51121",0.81,0.19,0
"51125",0,0.67,0.33
"51127",0,1,0
"51131",0,0,1
"51133",0,0,1
"51135",0,0.75,0.25
"51137",0,0.4,0.6
"51139",0,0.2,0.8
"51141",0,0,1
"51143",0,0.12,0.88
"51145",0,1,0
"51147",0,0,1
"51149",0.71,0.29,0
"51153",0.95,0.04,0.01
"51155",0.1,0.8,0.1
"51157",0,0.5,0.5
"51159",0,0,1
"51161",0.89,0.11,0
"51163",0,0,1
"51165",0.21,0.79,0
"51167",0,0.86,0.14
"51169",0.33,0.67,0
"51171",0,0.11,0.89
"51173",0,0,1
"51175",0,0.2,0.8
"51177",0.73,0.23,0.03
"51179",0.85,0.15,0
"51181",0,0,1
"51183",0,0.6,0.4
"51185",0,0.18,0.82
"51187",0,0.75,0.25
"51191",0.38,0.62,0
"51193",0,0,1
"51195",0,0.18,0.82
"51197",0,0,1
"51199",0.87,0.07,0.07
"51510",1,0,0
"51515",0,0,1
"51520",1,0,0
"51530",0,0,1
"51540",1,0,0
"51550",0.95,0.05,0
"51570",1,0,0
"51580",0,0,1
"51590",0,0.94,0.06
"51595",0,0,1
"51600",1,0,0
"51610",1,0,0
"51620",0,0,1
"51630",1,0,0
"51640",0,0,1
"51650",0.97,0,0.03
"51660",1,0,0
"51670",0.86,0,0.14
"51678",0,0,1
"51680",1,0,0
"51683",1,0,0
"51685",1,0,0
"51690",0,1,0
"51700",1,0,0
"51710",0.98,0,0.02
"51720",0,1,0
"51730",1,0,0
"51735",0.75,0,0.25
"51740",1,0,0
"51750",1,0,0
"51760",1,0,0
"51770",1,0,0
"51775",1,0,0
"51790",1,0,0
"51800",0.71,0.29,0
"51810",0.98,0.01,0.01
"51820",1,0,0
"51830",1,0,0
"51840",1,0,0
"53001",0,0.6,0.4
"53003",1,0,0
"53005",0.81,0.14,0.05
"53007",0.5,0.29,0.21
"53009",0,0.59,0.41
"53011",0.89,0.11,0
"53013",0,0,1
"53015",0.67,0.33,0
"53017",0.75,0,0.25
"53019",0,0,1
"53021",0.77,0.08,0.15
"53023",0,0,1
"53025",0,0.31,0.69
"53027",0,0.59,0.41
"53029",0,0.73,0.27
"53031",0,0,1
"53033",0.97,0.03,0
"53035",0.87,0.11,0.02
"53037",0,0.5,0.5
"53039",0,0.33,0.67
"53041",0,0.45,0.55
"53043",0,0.25,0.75
"53045",0,0.57,0.43
"53047",0,0,1
"53049",0,0,1
"53051",0,0.4,0.6
"53053",0.95,0.05,0
"53055",0,0,1
"53057",0.5,0.43,0.07
"53059",0,0.6,0.4
"53061",0.65,0.34,0.01
"53063",0.89,0.11,0
"53065",0,0.25,0.75
"53067",0.74,0.24,0.02
"53069",0,0,1
"53071",0.92,0.08,0
"53073",0.62,0.35,0.03
"53075",0,0.6,0.4
"53077",0.56,0.31,0.13
"54001",0,0,1
"54003",0.86,0.14,0
"54005",0,1,0
"54007",0,0,1
"54009",0.67,0.33,0
"54011",0.93,0.07,0
"54013",0,0.5,0.5
"54015",0,1,0
"54017",0,0,1
"54019",0.5,0.42,0.08
"54021",0,0,1
"54023",0,0,1
"54025",0,0,1
"54027",0,0.8,0.2
"54029",0.5,0.5,0
"54031",0,0,1
"54033",0,0.73,0.27
"54035",0,0.83,0.17
"54037",0,0.93,0.07
"54039",0.85,0.15,0
"54041",0,0,1
"54043",0,1,0
"54045",0,0.67,0.33
"54047",0,0.12,0.88
"54049",0,0.78,0.22
"54051",0.78,0.22,0
"54053",0,0.33,0.67
"54055",0,0.81,0.19
"54057",0.14,0.43,0.43
"54059",0,0,1
"54061",0.79,0.21,0
"54063",0,0,1
"54065",0,0.25,0.75
"54067",0,0.14,0.86
"54069",0.89,0.11,0
"54071",0,0.67,0.33
"54073",0,1,0
"54075",0,0.25,0.75
"54077",0,0.5,0.5
"54079",0.9,0.1,0
"54081",0.82,0.18,0
"54083",0,0.57,0.43
"54085",0,1,0
"54087",0,0.5,0.5
"54089",0,0.5,0.5
"54091",0,1,0
"54093",0,0,1
"54095",0,0,1
"54097",0,0,1
"54099",0.45,0.55,0
"54101",0,0,1
"54103",0,0,1
"54105",0,1,0
"54107",0.85,0.15,0
"54109",0,1,0
"55001",0,0,1
"55003",0,0,1
"55005",0,0,1
"55007",0,0,1
"55009",0.91,0.09,0
"55011",0,0,1
"55013",0,0,1
"55015",0.55,0,0.45
"55017",0.45,0.36,0.18
"55019",0,0,1
"55021",0,0.67,0.33
"55023",0,0,1
"55025",0.86,0.11,0.03
"55027",0,0.45,0.55
"55029",0,0,1
"55031",0.69,0.23,0.08
"55033",0,0.5,0.5
"55035",0.85,0.1,0.05
"55037",0,0,1
"55039",0.6,0.25,0.15
"55041",0,0,1
"55043",0,0.33,0.67
"55045",0,0.62,0.38
"55047",0,0,1
"55049",0,0.33,0.67
"55051",0,0,1
"55053",0,0,1
"55055",0.05,0.65,0.3
"55057",0,0,1
"55059",0.75,0.19,0.06
"55061",0,0.2,0.8
"55063",0.88,0.12,0
"55065",0,0,1
"55067",0,0,1
"55069",0,0.3,0.7
"55071",0,0.65,0.35
"55073",0.67,0.22,0.11
"55075",0,0.31,0.69
"55077",0,0,1
"55078",0,0,1
"55079",0.99,0,0.01
"55081",0,0,1
"55083",0,0.18,0.82
"55085",0,0,1
"55087",0.8,0.17,0.03
"55089",0.79,0.16,0.05
"55091",0,0,1
"55093",0,0.38,0.62
"55095",0,0,1
"55097",0,0.71,0.29
"55099",0,0,1
"55101",0.76,0.16,0.09
"55103",0,0,1
"55105",0.79,0.16,0.05
"55107",0,0,1
"55109",0,0.71,0.29
"55111",0,0.23,0.77
"55113",0,0,1
"55115",0,0.27,0.73
"55117",0.59,0.26,0.15
"55119",0,0,1
"55121",0,0.5,0.5
"55123",0,0.29,0.71
"55125",0,0,1
"55127",0,0.77,0.23
"55129",0,0,1
"55131",0.86,0.14,0
"55133",0.92,0.08,0
"55135",0,0.08,0.92
"55137",0,0,1
"55139",0.88,0.12,0
"55141",0,0.71,0.29
"56001",0,0.9,0.1
"56003",0,0,1
"56005",0,0.86,0.14
"56007",0,0,1
"56009",0,0.25,0.75
"56011",0,0,1
"56013",0,0.3,0.7
"56015",0,0,1
"56017",0,0,1
"56019",0,0,1
"56021",0.81,0.14,0.05
"56023",0,0,1
"56025",0.89,0.11,0
"56027",0,0,1
"56029",0,0,1
"56031",0,0,1
"56033",0,0.67,0.33
"56035",0,0,1
"56037",0,0.92,0.08
"56039",0,0.75,0.25
"56041",0,0.67,0.33
"56043",0,0,1
"56045",0,0,1
"72001",0,0.83,0.17
"72003",0.9,0,0.1
"72005",0.94,0,0.06
"72007",1,0,0
"72009",1,0,0
"72011",0.75,0,0.25
"72013",0.96,0,0.04
"72015",0.8,0,0.2
"72017",0.8,0,0.2
"72019",1,0,0
"72021",1,0,0
"72023",0.83,0,0.17
"72025",1,0,0
"72027",0.75,0,0.25
"72029",1,0,0
"72031",0.98,0,0.02
"72033",0.72,0,0.28
"72035",1,0,0
"72037",0.6,0,0.4
"72039",1,0,0
"72041",1,0,0
"72043",0.11,0.78,0.11
"72045",1,0,0
"72047",1,0,0
"72049",0,0,1
"72051",0.88,0,0.12
"72053",0.9,0,0.1
"72054",1,0,0
"72055",0.88,0,0.12
"72057",0.9,0,0.1
"72059",0.83,0,0.17
"72061",1,0,0
"72063",1,0,0
"72065",0.86,0,0.14
"72067",1,0,0
"72069",0.92,0,0.08
"72071",0.9,0,0.1
"72073",0,1,0
"72075",0.92,0,0.08
"72077",1,0,0
"72079",0.83,0,0.17
"72081",0.75,0,0.25
"72083",0.67,0,0.33
"72085",1,0,0
"72087",0.91,0,0.09
"72089",0.83,0,0.17
"72091",0.9,0,0.1
"72093",0,0,1
"72095",0,0,1
"72097",0.96,0,0.04
"72099",1,0,0
"72101",1,0,0
"72103",0.8,0,0.2
"72105",1,0,0
"72107",0.86,0,0.14
"72109",0.8,0,0.2
"72111",0.86,0,0.14
"72113",0.96,0.02,0.02
"72115",0.8,0,0.2
"72117",0.75,0,0.25
"72119",0.92,0,0.08
"72121",1,0,0
"72123",0.25,0.62,0.12
"72125",1,0,0
"72127",0.96,0,0.04
"72129",1,0,0
"72131",1,0,0
"72133",0,0.83,0.17
"72135",1,0,0
"72137",0.96,0,0.04
"72139",1,0,0
"72141",0.75,0,0.25
"72143",0.88,0,0.12
"72145",0.93,0,0.07
"72147",0,0,1
"72149",1,0,0
"72151",0.89,0,0.11
"72153",0.91,0,0.09
