COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
36109,0.32,0.01,0.6,0.96,0.35
36119,0.26,0.09,0.94,0.94,0.55
37015,0.95,0.71,0.66,0.92,0.94
37017,0.91,0.93,0.83,0.76,0.94
37063,0.39,0.1,0.96,0.9,0.62
37095,0.94,0.42,0.86,0.58,0.86
37103,0.92,0.67,0.74,0.66,0.88
37153,0.94,0.92,0.86,0.91,0.98
37185,0.87,0.71,0.78,0.8,0.89
37189,0.73,0.0,0.33,0.82,0.41
38053,0.17,0.22,0.71,0.77,0.39
38061,0.13,0.22,0.71,0.78,0.38
39095,0.6,0.71,0.66,0.6,0.69
40055,0.9,0.82,0.3,0.54,0.77
40061,0.89,0.98,0.6,0.44,0.87
40107,0.96,0.74,0.56,0.91,0.93
40119,0.58,0.02,0.52,0.96,0.51
40135,0.92,0.97,0.65,0.6,0.92
41051,0.31,0.03,0.86,0.93,0.47
42027,0.31,0.0,0.49,0.97,0.29
42053,0.77,0.35,0.78,0.49,0.71
44007,0.58,0.27,0.92,0.88,0.76
45031,0.91,0.86,0.67,0.83,0.93
45079,0.47,0.23,0.83,0.82,0.63
46005,0.47,0.56,0.83,0.66,0.65
46027,0.51,0.01,0.37,0.57,0.25
46085,0.72,0.65,0.46,0.69,0.71
47027,0.8,0.71,0.05,0.53,0.59
47067,0.95,0.75,0.13,0.61,0.77
47069,0.96,0.64,0.6,0.67,0.87
47091,0.77,0.36,0.17,0.62,0.57
47135,0.84,0.72,0.1,0.64,0.68
47137,0.69,0.46,0.05,0.38,0.42
47151,0.94,0.98,0.02,0.4,0.76
47157,0.64,0.58,0.9,0.7,0.78
47175,0.93,0.43,0.02,0.52,0.6
48005,0.84,0.95,0.9,0.95,0.98
48029,0.6,0.62,0.97,0.78,0.83
48041,0.6,0.03,0.92,0.91,0.65
48057,0.67,0.94,0.95,0.56,0.86
48087,0.84,0.83,0.9,0.59,0.89
48111,0.54,0.29,0.96,0.27,0.55
48155,0.65,0.44,0.75,0.11,0.48
48157,0.18,0.16,0.97,0.22,0.29
48173,0.31,0.02,0.95,0.08,0.18
48191,0.93,0.99,0.94,0.38,0.95
48211,0.57,0.64,0.92,0.59,0.74
48219,0.79,0.65,0.94,0.85,0.9
48225,0.74,0.76,0.83,0.96,0.91
48245,0.66,0.6,0.95,0.88,0.86
48253,0.68,0.17,0.8,0.57,0.63
48263,0.36,0.84,0.54,0.28,0.44
48311,0.46,1.0,0.92,0.31,0.76
48315,0.79,0.44,0.75,0.35,0.69
48317,0.36,0.39,0.9,0.22,0.42
48327,0.41,0.46,0.92,0.52,0.59
48339,0.23,0.21,0.87,0.52,0.39
48383,0.58,0.33,0.99,0.07,0.48
48385,0.64,0.85,0.71,0.44,0.72
48391,0.85,0.99,0.89,0.55,0.94
48403,0.77,0.69,0.29,0.21,0.53
48405,0.89,0.77,0.66,0.78,0.89
48411,0.59,0.45,0.91,0.67,0.73
48415,0.59,0.29,0.89,0.71,0.7
48421,0.5,0.2,0.94,0.21,0.46
48425,0.49,0.68,0.44,0.64,0.56
48455,0.8,0.79,0.72,0.5,0.8
48461,0.57,0.39,0.97,0.41,0.65
48475,0.63,0.12,0.95,0.61,0.65
48481,0.67,0.84,0.95,0.76,0.88
49031,0.63,0.86,0.06,0.02,0.27
51121,0.43,0.0,0.52,0.84,0.3
51520,0.78,0.96,0.27,0.54,0.75
51540,0.36,0.01,0.84,0.87,0.41
51678,0.64,0.02,0.25,0.67,0.32
51680,0.71,0.13,0.77,0.89,0.74
51750,0.75,0.0,0.36,0.82,0.41
51770,0.71,0.54,0.84,0.74,0.8
53033,0.09,0.01,0.9,0.87,0.29
53075,0.71,0.0,0.69,0.88,0.51
54021,0.89,0.06,0.66,0.85,0.76
54045,0.94,0.75,0.02,0.72,0.75
54087,0.94,0.74,0.03,0.4,0.65
54101,0.96,0.93,0.0,0.47,0.75
55079,0.59,0.52,0.91,0.85,0.81
01023,0.91,0.91,0.59,0.58,0.87
01035,0.95,0.97,0.44,0.21,0.81
01091,0.86,0.8,0.5,0.41,0.76
01099,0.96,0.51,0.47,0.37,0.75
02282,0.21,0.41,0.77,0.96,0.59
05039,0.67,0.99,0.71,0.74,0.88
05041,0.97,0.99,0.91,0.38,0.96
05069,0.88,0.8,0.65,0.98,0.94
05079,0.73,0.21,0.64,0.99,0.81
05093,0.94,0.96,0.76,0.76,0.96
05113,0.9,0.97,0.52,0.65,0.89
05133,0.83,0.37,0.94,0.34,0.77
06001,0.25,0.02,0.98,0.92,0.47
06013,0.25,0.14,0.96,0.48,0.41
06037,0.62,0.1,0.99,0.9,0.77
06053,0.58,0.35,0.99,0.84,0.8
06059,0.32,0.05,0.97,0.57,0.42
06067,0.53,0.36,0.95,0.76,0.73
06081,0.12,0.02,0.97,0.6,0.26
06083,0.52,0.11,0.97,0.92,0.71
06085,0.19,0.03,0.98,0.73,0.36
06101,0.79,0.73,0.96,0.67,0.88
06115,0.81,0.83,0.93,0.91,0.94
08001,0.4,0.4,0.94,0.55,0.59
08021,0.89,0.94,0.92,0.59,0.93
08025,0.95,0.23,0.85,0.85,0.89
12021,0.29,0.16,0.92,0.61,0.46
12029,0.84,0.8,0.34,0.99,0.9
12107,0.95,0.78,0.78,0.91,0.95
13005,0.84,0.95,0.8,0.82,0.94
13017,0.82,0.92,0.72,0.63,0.87
13021,0.82,0.83,0.81,0.86,0.92
13069,0.81,0.88,0.86,0.95,0.95
13081,0.95,0.97,0.72,0.95,0.99
13107,0.95,0.95,0.79,0.88,0.98
13135,0.33,0.33,0.97,0.23,0.43
13165,0.82,0.57,0.9,0.53,0.83
13167,0.94,0.38,0.42,0.99,0.91
13179,0.73,0.69,0.86,0.92,0.89
13183,0.87,0.88,0.86,0.25,0.83
13235,0.83,0.82,0.39,0.87,0.85
13269,0.97,0.71,0.5,0.9,0.92
13289,0.94,0.83,0.42,0.28,0.76
13307,0.73,0.96,0.86,0.22,0.79
13313,0.81,0.37,0.93,0.86,0.88
15003,0.11,0.05,0.98,0.96,0.47
15005,0.13,0.08,0.94,0.5,0.32
16053,0.73,0.42,0.93,0.26,0.67
16073,0.78,0.87,0.89,0.37,0.82
17031,0.51,0.09,0.96,0.88,0.68
17077,0.72,0.09,0.6,0.94,0.7
20081,0.51,0.1,0.89,0.25,0.41
20209,0.88,0.78,0.97,0.67,0.92
21043,0.95,0.84,0.06,0.8,0.82
21135,0.94,0.7,0.01,0.4,0.62
21181,0.9,0.77,0.19,0.85,0.82
21195,0.95,0.71,0.03,0.84,0.79
21231,0.91,0.48,0.2,0.75,0.75
22013,0.82,0.98,0.56,0.93,0.94
22031,0.87,0.94,0.58,0.71,0.89
22049,0.87,0.98,0.62,0.84,0.94
22069,0.93,0.47,0.57,0.81,0.86
22071,0.7,0.18,0.88,0.78,0.74
22091,0.92,0.92,0.5,0.76,0.9
24039,0.91,0.25,0.81,0.94,0.9
25013,0.61,0.66,0.89,0.84,0.82
25025,0.56,0.05,0.97,0.98,0.74
26163,0.79,0.78,0.9,0.66,0.87
28007,0.95,0.99,0.6,0.92,0.98
28029,0.95,0.7,0.78,0.87,0.94
28031,0.94,0.92,0.43,0.26,0.79
28041,0.88,0.08,0.31,0.69,0.61
28065,0.97,0.79,0.48,0.51,0.84
28097,0.93,1.0,0.57,0.35,0.89
28099,0.95,0.99,0.65,0.83,0.97
28113,0.93,0.95,0.83,0.97,0.99
28115,0.89,0.95,0.72,0.51,0.9
29119,0.78,0.84,0.81,0.68,0.86
29215,0.92,0.9,0.25,0.68,0.83
29221,0.94,0.74,0.09,0.77,0.79
29510,0.71,0.24,0.88,0.8,0.78
31037,0.58,0.09,0.96,0.31,0.52
32009,0.27,0.57,0.79,0.94,0.64
32023,0.73,0.53,0.72,0.57,0.73
32027,0.8,0.15,0.86,1.0,0.9
34001,0.56,0.44,0.93,0.88,0.79
35041,0.94,0.75,0.94,0.74,0.94
36061,0.42,0.01,0.96,0.97,0.55
37005,0.87,0.71,0.56,0.11,0.63
37007,0.92,0.49,0.84,0.97,0.94
37065,0.92,0.93,0.82,0.91,0.97
37093,0.86,0.85,0.93,0.51,0.89
37107,0.92,0.98,0.89,0.97,0.99
37163,0.93,0.93,0.94,0.79,0.97
37181,0.9,0.95,0.85,0.92,0.98
37187,0.9,0.98,0.5,0.5,0.88
39075,0.53,0.06,0.39,0.8,0.44
40091,0.79,0.87,0.48,0.58,0.78
41045,0.92,0.89,0.9,1.0,1.0
45025,0.95,0.8,0.79,0.87,0.95
45027,0.94,0.91,0.72,0.96,0.98
45049,0.91,0.23,0.82,0.59,0.8
45065,0.85,0.62,0.44,0.54,0.74
47029,0.95,0.91,0.15,0.21,0.69
47129,0.9,0.49,0.21,0.77,0.75
48055,0.62,0.51,0.96,0.96,0.87
48105,0.6,0.59,0.94,0.39,0.69
48115,0.85,0.81,0.96,0.88,0.95
48137,0.35,0.5,0.93,0.18,0.44
48165,0.69,0.26,0.95,0.42,0.68
48273,0.93,0.69,0.94,0.99,0.98
48291,0.78,0.63,0.88,0.99,0.94
48313,0.64,0.31,0.92,0.96,0.84
48329,0.22,0.33,0.95,0.56,0.47
48345,0.53,1.0,0.51,0.21,0.7
48409,0.65,0.83,0.95,0.62,0.83
48413,0.77,0.08,0.94,0.25,0.59
48439,0.38,0.4,0.95,0.45,0.55
48443,0.78,0.17,0.96,0.02,0.47
48449,0.85,0.72,0.96,0.6,0.89
48457,0.81,0.53,0.65,0.97,0.88
48471,0.72,0.0,0.89,0.99,0.7
48473,0.72,0.16,0.96,0.93,0.83
48495,0.68,0.21,0.98,0.37,0.65
49039,0.73,0.09,0.64,0.67,0.6
51029,0.86,0.49,0.48,0.75,0.79
51081,0.87,0.14,0.56,0.96,0.81
51153,0.17,0.2,0.95,0.23,0.3
51590,0.89,0.96,0.74,0.88,0.96
51620,0.78,0.91,0.52,0.29,0.72
51660,0.75,0.04,0.89,0.98,0.79
51683,0.38,0.21,0.97,0.28,0.44
51685,0.46,0.35,0.98,0.26,0.53
51690,0.87,0.99,0.66,0.56,0.91
51700,0.52,0.61,0.87,0.95,0.82
51740,0.71,0.63,0.75,0.75,0.8
51760,0.68,0.13,0.93,0.88,0.77
53025,0.7,0.52,0.95,0.8,0.85
54013,0.92,0.71,0.01,0.2,0.52
54109,0.94,0.72,0.01,0.45,0.64
01065,0.93,0.96,0.51,0.93,0.96
02013,0.34,0.04,1.0,0.94,0.58
02185,0.33,0.44,0.81,0.99,0.73
04009,0.89,0.61,0.89,0.99,0.96
04012,0.91,0.71,0.91,0.75,0.92
05035,0.89,0.91,0.67,0.85,0.93
05095,0.9,0.98,0.47,0.42,0.85
05099,0.8,0.99,0.38,0.82,0.88
06039,0.93,0.67,0.98,0.82,0.95
06071,0.83,0.47,0.98,0.81,0.9
06075,0.22,0.0,0.97,0.95,0.39
06077,0.76,0.6,0.98,0.81,0.89
06099,0.81,0.64,0.97,0.6,0.87
12013,0.78,0.64,0.58,0.9,0.84
12077,0.84,0.52,0.72,0.75,0.83
12079,0.87,0.65,0.73,1.0,0.96
12086,0.69,0.14,1.0,0.9,0.82
12093,0.92,0.71,0.9,0.87,0.95
12123,0.88,0.42,0.59,0.98,0.9
12125,0.96,0.27,0.47,0.86,0.84
13019,0.96,0.83,0.51,0.49,0.85
13063,0.87,0.53,0.97,0.77,0.91
13095,0.94,0.83,0.71,0.92,0.95
13099,0.94,0.94,0.45,0.8,0.92
13109,0.95,0.94,0.91,0.89,0.98
13215,0.76,0.85,0.83,0.86,0.9
13261,0.95,0.66,0.86,0.98,0.98
13267,0.8,0.49,0.85,0.96,0.91
13301,0.92,0.6,0.69,0.82,0.89
13303,0.92,0.8,0.74,0.93,0.95
16065,0.71,0.04,0.33,0.53,0.4
20057,0.73,0.45,0.98,0.8,0.86
21013,0.99,0.86,0.13,0.9,0.89
21045,0.97,0.67,0.2,0.56,0.77
21065,0.99,0.89,0.01,0.61,0.8
21075,0.93,0.98,0.41,0.48,0.87
21109,0.98,0.77,0.0,0.33,0.67
21121,0.97,0.85,0.04,0.82,0.83
21129,0.98,0.76,0.03,0.8,0.82
21203,0.93,0.9,0.02,0.7,0.79
24510,0.72,0.34,0.9,0.87,0.83
26085,0.94,0.53,0.3,0.69,0.78
28013,0.94,0.98,0.72,0.77,0.96
29223,0.97,0.76,0.07,0.63,0.76
30035,0.85,0.34,0.58,0.96,0.86
31043,0.72,0.54,0.96,0.81,0.86
31047,0.53,0.77,0.93,0.75,0.79
34011,0.81,0.66,0.96,0.98,0.96
34017,0.49,0.06,0.99,0.84,0.64
34031,0.51,0.31,0.97,0.91,0.78
34039,0.34,0.28,0.97,0.79,0.62
35005,0.84,0.93,0.96,0.8,0.96
35019,0.79,0.92,0.95,0.89,0.95
35023,0.96,0.79,0.95,0.79,0.96
35033,0.73,0.58,0.96,0.48,0.8
35045,0.84,0.8,0.91,0.79,0.92
35051,0.83,0.95,0.79,0.7,0.91
35053,0.85,0.76,0.95,0.98,0.97
36047,0.67,0.17,0.98,0.91,0.82
36081,0.52,0.03,0.99,0.85,0.62
36087,0.36,0.14,0.92,0.91,0.6
37083,0.95,0.94,0.69,0.89,0.96
38005,0.82,0.82,0.64,0.69,0.84
40001,0.87,0.94,0.77,0.56,0.9
40139,0.68,0.19,0.97,0.92,0.82
41049,0.69,0.53,0.93,0.52,0.76
45009,0.86,0.94,0.52,0.99,0.95
45033,0.98,0.94,0.76,0.79,0.97
45053,0.88,0.61,0.95,0.92,0.94
45075,0.89,0.78,0.74,0.86,0.92
45089,0.92,0.91,0.66,0.97,0.97
47007,0.9,0.27,0.58,0.82,0.82
47061,0.96,0.96,0.31,0.57,0.87
48003,0.43,0.08,0.97,0.43,0.47
48013,0.78,0.62,0.96,0.62,0.85
48017,0.62,0.72,0.99,0.58,0.8
48025,0.96,0.42,0.93,0.97,0.97
48069,0.65,0.4,0.99,0.64,0.78
48079,0.91,0.61,0.98,0.36,0.86
48095,0.53,0.01,0.98,0.5,0.43
48101,0.96,1.0,0.8,0.21,0.94
48103,0.36,0.12,0.98,0.46,0.47
48113,0.56,0.39,0.99,0.71,0.75
48117,0.76,0.53,0.99,0.61,0.84
48153,0.83,0.81,0.96,0.28,0.83
48169,0.74,0.07,0.98,0.68,0.72
48177,0.59,0.9,0.97,0.88,0.9
48195,0.76,0.81,0.96,0.2,0.76
48201,0.57,0.38,0.99,0.6,0.72
48207,0.94,0.94,0.9,0.8,0.98
48249,0.84,0.86,0.96,0.67,0.92
48255,0.64,0.3,0.97,0.94,0.84
48271,0.88,0.29,0.98,0.62,0.86
48279,0.75,0.94,0.97,0.57,0.9
48301,0.62,0.8,0.81,0.57,0.76
48341,0.74,0.11,0.99,0.49,0.7
48357,0.64,0.09,0.97,0.39,0.58
48369,0.6,0.61,0.98,0.51,0.76
48371,0.63,0.14,0.98,0.97,0.82
48375,0.73,0.5,0.96,0.98,0.92
48389,0.78,0.02,0.99,0.91,0.78
48419,0.92,0.98,0.91,0.53,0.95
48435,0.46,0.64,0.96,0.31,0.6
48437,0.91,0.97,0.94,0.72,0.97
48463,0.82,0.89,0.98,0.84,0.95
48465,0.85,0.78,1.0,0.94,0.97
48501,0.57,0.06,0.99,0.3,0.49
51027,0.97,0.56,0.1,0.67,0.75
51051,0.83,0.68,0.01,0.82,0.68
51105,0.97,0.53,0.21,0.78,0.81
51183,0.92,0.5,0.75,0.9,0.91
51195,0.93,0.72,0.2,0.93,0.86
51640,0.9,0.99,0.83,0.92,0.98
51710,0.66,0.14,0.85,0.94,0.77
51720,0.96,0.98,0.16,0.85,0.91
54005,0.93,0.77,0.02,0.56,0.7
54015,0.97,0.71,0.02,0.47,0.69
54043,0.9,0.52,0.05,0.48,0.61
01047,0.97,0.95,0.53,0.84,0.95
01087,0.95,0.58,0.51,0.92,0.9
01119,0.96,0.58,0.67,0.99,0.96
02016,0.1,0.03,0.99,1.0,0.49
02070,0.73,0.65,0.8,0.91,0.87
02164,0.75,0.7,0.63,0.72,0.8
02180,0.9,0.54,0.88,0.91,0.93
04017,0.96,0.96,0.93,0.96,1.0
04023,0.95,0.84,1.0,0.44,0.93
04027,0.94,0.76,0.99,0.98,0.99
05017,0.94,0.99,0.83,0.99,1.0
05123,0.95,0.78,0.64,0.99,0.97
06011,0.59,0.69,0.98,0.42,0.74
08023,0.97,0.83,0.98,0.47,0.94
12043,0.91,0.56,0.91,0.74,0.9
12067,0.95,0.4,0.86,1.0,0.98
13043,0.93,0.97,0.75,0.94,0.98
13061,0.98,0.91,0.49,0.76,0.93
13065,0.96,0.88,0.7,0.96,0.98
13161,0.87,0.91,0.79,0.83,0.94
13163,0.94,0.79,0.74,0.9,0.94
13205,0.98,0.84,0.85,0.96,0.99
13243,0.96,0.99,0.48,0.89,0.97
13271,0.81,0.13,0.96,0.87,0.84
13273,0.97,0.88,0.52,0.94,0.96
20055,0.68,0.53,0.97,0.71,0.82
20175,0.8,0.49,0.99,0.88,0.91
21063,0.87,0.81,0.08,0.68,0.72
21071,0.99,0.75,0.03,0.9,0.85
21095,0.99,0.83,0.1,0.89,0.88
21127,0.97,0.56,0.2,0.57,0.76
21133,0.98,0.93,0.05,0.81,0.88
21153,0.99,0.57,0.0,0.89,0.81
21175,0.91,0.51,0.09,0.98,0.83
22029,0.91,0.66,0.5,0.97,0.91
22041,0.97,0.96,0.44,0.89,0.95
22097,0.91,0.76,0.73,0.84,0.92
22107,0.99,0.7,0.51,0.42,0.84
22117,0.97,0.98,0.81,0.96,1.0
28069,0.91,0.86,0.49,0.94,0.93
28125,0.99,0.95,0.5,0.93,0.97
28151,0.98,0.97,0.77,0.79,0.98
29069,0.95,1.0,0.68,0.63,0.96
29133,0.95,0.9,0.32,0.87,0.91
30005,0.89,0.9,0.45,0.92,0.92
31173,0.9,0.72,0.84,0.64,0.89
32015,0.58,0.68,0.86,0.91,0.83
34013,0.57,0.41,0.98,0.94,0.84
35025,0.76,0.59,0.97,0.94,0.92
35047,0.89,0.95,0.98,0.91,0.99
37061,0.96,0.91,0.95,0.77,0.98
37091,0.96,0.86,0.82,0.98,0.99
37165,0.97,0.91,0.71,1.0,0.99
37177,0.88,0.46,0.73,0.86,0.88
38079,0.88,0.87,0.5,0.9,0.91
45011,0.93,0.99,0.75,0.98,0.99
45061,0.96,0.45,0.53,0.98,0.92
46095,0.96,0.66,0.6,0.87,0.92
47097,0.95,0.93,0.6,0.95,0.97
48107,0.92,0.99,0.92,0.35,0.94
48135,0.59,0.52,0.98,0.72,0.79
48145,0.91,0.47,0.88,1.0,0.98
48189,0.88,0.55,0.97,0.86,0.93
48283,0.56,0.44,0.99,0.89,0.82
49037,0.92,0.86,0.94,0.88,0.98
51730,0.93,0.85,0.86,0.89,0.96
53021,0.74,0.58,0.98,0.78,0.87
53077,0.84,0.73,0.97,0.79,0.93
55078,0.72,0.89,0.59,0.51,0.77
01011,0.98,0.44,0.67,0.76,0.89
01131,0.99,0.79,0.77,0.62,0.93
02188,0.91,0.55,0.76,0.97,0.94
02290,0.89,0.85,0.54,0.78,0.88
05107,0.98,1.0,0.57,0.36,0.92
06029,0.94,0.56,0.98,0.92,0.97
06031,0.93,0.61,0.98,0.94,0.97
06047,0.96,0.72,0.99,0.83,0.97
12027,0.88,0.6,0.95,0.96,0.96
12039,0.93,0.87,0.94,0.98,0.99
12059,0.97,0.87,0.42,0.91,0.93
13003,0.98,0.78,0.94,0.7,0.96
13049,0.98,0.12,0.91,0.75,0.88
13071,0.94,0.8,0.94,0.95,0.98
13093,0.97,0.57,0.87,0.87,0.95
13141,0.83,0.19,0.59,0.92,0.8
13309,0.98,0.02,0.51,0.99,0.81
16033,0.95,0.47,0.97,0.52,0.89
21025,0.99,0.53,0.01,0.92,0.82
21051,1.0,0.55,0.17,0.99,0.91
21131,0.99,0.33,0.01,0.89,0.77
21189,0.99,0.92,0.01,0.73,0.84
21193,0.97,0.87,0.03,0.98,0.91
22027,0.96,0.69,0.62,0.96,0.95
22039,0.98,0.98,0.83,0.97,1.0
28001,0.98,0.74,0.96,0.97,0.99
28011,0.98,0.95,0.62,0.84,0.97
28027,0.98,0.83,0.54,0.82,0.93
28063,0.97,0.43,0.64,1.0,0.96
28079,0.97,0.98,0.87,0.92,0.99
28083,0.98,0.61,0.8,0.94,0.97
28119,1.0,0.89,0.58,0.8,0.95
28143,0.94,0.68,0.88,0.97,0.97
29155,0.97,0.99,0.42,0.62,0.93
30003,0.89,0.51,0.83,0.49,0.83
37155,0.96,0.87,0.93,0.97,0.99
38085,0.96,0.59,0.59,0.77,0.88
42101,0.82,0.55,0.97,0.89,0.92
45067,0.95,0.94,0.84,0.5,0.93
46007,0.97,0.68,0.7,0.21,0.79
46041,0.94,0.51,0.5,0.9,0.88
46071,0.95,0.75,0.48,1.0,0.97
48109,0.96,0.99,0.99,0.88,1.0
48141,0.88,0.71,1.0,0.86,0.95
48163,0.91,0.7,0.99,0.99,0.99
48261,0.52,0.96,1.0,0.22,0.73
51595,0.98,0.86,0.63,0.87,0.96
54059,0.98,0.75,0.04,0.65,0.78
01005,0.98,0.92,0.86,0.99,1.0
01063,1.0,0.97,0.5,0.96,0.99
01105,0.99,0.96,0.62,0.99,0.99
02050,0.96,0.56,0.95,0.95,0.97
04001,0.98,0.8,0.98,0.91,0.99
05077,0.99,0.71,0.77,0.91,0.97
06019,0.92,0.69,0.99,0.84,0.96
06107,0.97,0.63,0.99,0.64,0.94
12047,0.99,0.76,0.88,0.99,0.99
13193,0.99,0.33,0.74,0.92,0.93
13239,0.97,0.94,0.78,0.61,0.94
13259,0.98,0.19,0.99,0.78,0.92
21119,0.99,0.41,0.03,0.99,0.85
21147,1.0,0.31,0.38,0.91,0.88
21159,0.99,0.22,0.18,0.98,0.85
21237,1.0,0.99,0.0,0.56,0.86
22035,0.98,0.32,0.53,0.99,0.94
28051,1.0,0.92,0.51,0.97,0.98
28053,1.0,0.98,0.54,0.5,0.94
28103,0.99,0.97,0.54,0.97,0.99
28133,1.0,0.54,0.67,0.93,0.95
28163,0.98,0.94,0.94,0.94,1.0
30085,0.91,0.61,0.52,0.91,0.89
35006,0.96,0.97,0.91,1.0,1.0
35029,0.99,0.95,0.99,0.98,1.0
46017,0.99,0.87,0.72,0.88,0.97
46031,0.97,0.62,0.49,0.59,0.84
47095,0.98,0.61,0.39,0.95,0.92
48061,0.96,0.71,1.0,0.86,0.98
48215,0.97,0.71,1.0,0.83,0.98
48377,0.99,1.0,1.0,0.7,1.0
48445,0.91,0.91,0.97,0.95,0.99
48479,0.9,0.61,1.0,0.85,0.95
48489,1.0,0.83,0.99,0.84,0.99
53001,0.93,0.6,0.99,0.89,0.96
54047,0.99,0.61,0.32,0.93,0.9
01085,0.97,0.98,0.54,0.5,0.92
02158,0.99,0.59,0.87,0.68,0.93
06025,0.99,0.78,1.0,0.99,1.0
12049,0.91,0.59,0.95,0.99,0.98
12051,0.97,0.7,0.99,0.99,0.99
13037,0.99,0.37,0.87,0.98,0.98
13265,0.97,0.89,0.49,0.69,0.91
22065,0.99,0.65,0.57,0.99,0.97
28055,0.99,0.13,0.56,1.0,0.95
28123,0.94,0.98,0.93,0.77,0.98
28135,1.0,0.42,0.88,0.95,0.97
28157,0.99,0.65,0.53,0.82,0.92
35031,1.0,0.88,0.95,0.83,0.99
36005,0.97,0.75,1.0,0.97,0.99
37079,0.98,0.8,0.94,0.98,0.99
45069,0.98,0.82,0.78,0.98,0.99
46121,0.99,0.52,0.72,0.95,0.96
46137,0.96,0.57,0.71,0.97,0.95
48047,1.0,0.97,0.99,0.99,1.0
48229,0.98,0.81,1.0,0.79,0.98
48323,0.99,0.84,1.0,0.62,0.97
48427,1.0,0.93,1.0,0.55,0.98
28021,0.99,0.54,0.68,1.0,0.99
45005,0.98,0.86,0.67,1.0,0.99
46102,1.0,0.79,0.89,0.99,0.99
48131,0.98,1.0,0.98,0.9,1.0
48505,1.0,0.95,1.0,0.7,0.99
48507,0.98,0.99,0.99,0.93,1.0
48127,0.99,0.99,0.99,0.93,1.0
48247,0.98,1.0,0.98,0.49,0.99
